Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
1054;3054;8;133;140;#08858C;VISp6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;VISp6a Primary visual area, layer 6a;;
1055;3055;8;133;140;#08858C;VISp6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;VISp6b Primary visual area, layer 6b;;
1056;3056;8;133;140;#08858C;VISpl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;;;
1057;3057;8;133;140;#08858C;VISpl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl1 Posterolateral visual area, layer 1;;
1058;3058;8;133;140;#08858C;VISpl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl2-3 Posterolateral visual area, layer 2-3;;
1059;3059;8;133;140;#08858C;VISpl4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl4 Posterolateral visual area, layer 4;;
1060;3060;8;133;140;#08858C;VISpl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl5 Posterolateral visual area, layer 5;;
1061;3061;8;133;140;#08858C;VISpl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl6a Posterolateral visual area, layer 6a;;
1062;3062;8;133;140;#08858C;VISpl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpl Posterolateral visual area;VISpl6b Posterolateral visual area, layer 6b;;
1063;3063;8;133;140;#08858C;VISpm;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;;;
1064;3064;8;133;140;#08858C;VISpm1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm1 posteromedial visual area, layer 1;;
1065;3065;8;133;140;#08858C;VISpm2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm2-3 posteromedial visual area, layer 2-3;;
1066;3066;8;133;140;#08858C;VISpm4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm4 posteromedial visual area, layer 4;;
1067;3067;8;133;140;#08858C;VISpm5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm5 posteromedial visual area, layer 5;;
1068;3068;8;133;140;#08858C;VISpm6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm6a posteromedial visual area, layer 6a;;
1069;3069;8;133;140;#08858C;VISpm6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpm posteromedial visual area;VISpm6b posteromedial visual area, layer 6b;;
1014;3014;8;133;140;#08858C;VISli;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;;;
1015;3015;8;133;140;#08858C;VISli1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli1 Laterointermediate area, layer 1;;
1016;3016;8;133;140;#08858C;VISli2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli2-3 Laterointermediate area, layer 2-3;;
1017;3017;8;133;140;#08858C;VISli4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli4 Laterointermediate area, layer 4;;
1018;3018;8;133;140;#08858C;VISli5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli5 Laterointermediate area, layer 5;;
1019;3019;8;133;140;#08858C;VISli6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli6a Laterointermediate area, layer 6a;;
1020;3020;8;133;140;#08858C;VISli6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISli Laterointermediate area;VISli6b Laterointermediate area, layer 6b;;
1070;3070;8;133;140;#08858C;VISpor;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;;;
1071;3071;8;133;140;#08858C;VISpor1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor1 Postrhinal area, layer 1;;
1072;3072;8;133;140;#08858C;VISpor2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor2-3 Postrhinal area, layer 2-3;;
1073;3073;8;133;140;#08858C;VISpor4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor4 Postrhinal area, layer 4;;
1074;3074;8;133;140;#08858C;VISpor5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor5 Postrhinal area, layer 5;;
1075;3075;8;133;140;#08858C;VISpor6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor6a Postrhinal area, layer 6a;;
1076;3076;8;133;140;#08858C;VISpor6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISpor Postrhinal area;VISpor6b Postrhinal area, layer 6b;;
4;2004;64;166;102;#40A666;ACA;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;;;;
5;2005;64;166;102;#40A666;ACA1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACA1 Anterior cingulate area, layer 1;;;
6;2006;64;166;102;#40A666;ACA2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACA2-3 Anterior cingulate area, layer 2-3;;;
7;2007;64;166;102;#40A666;ACA5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACA5 Anterior cingulate area, layer 5;;;
8;2008;64;166;102;#40A666;ACA6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACA6a Anterior cingulate area, layer 6a;;;
9;2009;64;166;102;#40A666;ACA6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACA6b Anterior cingulate area, layer 6b;;;
10;2010;64;166;102;#40A666;ACAd;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;;;
11;2011;64;166;102;#40A666;ACAd1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;ACAd1 Anterior cingulate area, dorsal part, layer 1;;
12;2012;64;166;102;#40A666;ACAd2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;ACAd2-3 Anterior cingulate area, dorsal part, layer 2-3;;
13;2013;64;166;102;#40A666;ACAd5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;ACAd5 Anterior cingulate area, dorsal part, layer 5;;
14;2014;64;166;102;#40A666;ACAd6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;ACAd6a Anterior cingulate area, dorsal part, layer 6a;;
15;2015;64;166;102;#40A666;ACAd6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAd Anterior cingulate area, dorsal part;ACAd6b Anterior cingulate area, dorsal part, layer 6b;;
16;2016;64;166;102;#40A666;ACAv;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;;;
17;2017;64;166;102;#40A666;ACAv1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;ACAv1 Anterior cingulate area, ventral part, layer 1;;
18;2018;64;166;102;#40A666;ACAv2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;ACAv2-3 Anterior cingulate area, ventral part, layer 2-3;;
19;2019;64;166;102;#40A666;ACAv5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;ACAv5 Anterior cingulate area, ventral part, layer 5;;
20;2020;64;166;102;#40A666;ACAv6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;ACAv6a Anterior cingulate area, ventral part, 6a;;
21;2021;64;166;102;#40A666;ACAv6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ACA Anterior cingulate area;ACAv Anterior cingulate area, ventral part;ACAv6b Anterior cingulate area, ventral part, 6b;;
655;2655;47;168;80;#2FA850;PL;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;;;;
656;2656;47;168;80;#2FA850;PL1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL1 Prelimbic area, layer 1;;;
657;2657;47;168;80;#2FA850;PL2;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL2 Prelimbic area, layer 2;;;
658;2658;47;168;80;#2FA850;PL2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL2-3 Prelimbic area, layer 2-3;;;
659;2659;47;168;80;#2FA850;PL5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL5 Prelimbic area, layer 5;;;
660;2660;47;168;80;#2FA850;PL6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL6a Prelimbic area, layer 6a;;;
661;2661;47;168;80;#2FA850;PL6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PL Prelimbic area;PL6b Prelimbic area, layer 6b;;;
375;2375;89;179;99;#59B363;ILA;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;;;;
376;2376;89;179;99;#59B363;ILA1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA1 Infralimbic area, layer 1;;;
377;2377;89;179;99;#59B363;ILA2;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA2 Infralimbic area, layer 2;;;
378;2378;89;179;99;#59B363;ILA2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA2-3 Infralimbic area, layer 2-3;;;
379;2379;89;179;99;#59B363;ILA5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA5 Infralimbic area, layer 5;;;
380;2380;89;179;99;#59B363;ILA6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA6a Infralimbic area, layer 6a;;;
381;2381;89;179;99;#59B363;ILA6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ILA Infralimbic area;ILA6b Infralimbic area, layer 6b;;;
558;2558;36;138;94;#248A5E;ORB;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;;;;
559;2559;36;138;94;#248A5E;ORB1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORB1 Orbital area, layer 1;;;
560;2560;36;138;94;#248A5E;ORB2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORB2-3 Orbital area, layer 2-3;;;
561;2561;36;138;94;#248A5E;ORB5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORB5 Orbital area, layer 5;;;
562;2562;36;138;94;#248A5E;ORB6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORB6a Orbital area, layer 6a;;;
563;2563;36;138;94;#248A5E;ORB6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORB6b Orbital area, layer 6b;;;
564;2564;36;138;94;#248A5E;ORBl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;;;
565;2565;36;138;94;#248A5E;ORBl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;ORBl1 Orbital area, lateral part, layer 1;;
566;2566;36;138;94;#248A5E;ORBl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;ORBl2-3 Orbital area, lateral part, layer 2-3;;
567;2567;36;138;94;#248A5E;ORBl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;ORBl5 Orbital area, lateral part, layer 5;;
568;2568;36;138;94;#248A5E;ORBl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;ORBl6a Orbital area, lateral part, layer 6a;;
569;2569;36;138;94;#248A5E;ORBl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBl Orbital area, lateral part;ORBl6b Orbital area, lateral part, layer 6b;;
570;2570;36;138;94;#248A5E;ORBm;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;;;
571;2571;36;138;94;#248A5E;ORBm1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm1 Orbital area, medial part, layer 1;;
572;2572;36;138;94;#248A5E;ORBm2;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm2 Orbital area, medial part, layer 2;;
573;2573;36;138;94;#248A5E;ORBm2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm2-3 Orbital area, medial part, layer 2-3;;
574;2574;36;138;94;#248A5E;ORBm5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm5 Orbital area, medial part, layer 5;;
575;2575;36;138;94;#248A5E;ORBm6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm6a Orbital area, medial part, layer 6a;;
576;2576;36;138;94;#248A5E;ORBm6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBm Orbital area, medial part;ORBm6b Orbital area, medial part, layer 6b;;
577;2577;36;138;94;#248A5E;ORBv;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBv Orbital area, ventral part;;;
578;2578;36;138;94;#248A5E;ORBvl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;;;
579;2579;36;138;94;#248A5E;ORBvl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;ORBvl1 Orbital area, ventrolateral part, layer 1;;
580;2580;36;138;94;#248A5E;ORBvl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;ORBvl2-3 Orbital area, ventrolateral part, layer 2-3;;
581;2581;36;138;94;#248A5E;ORBvl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;ORBvl5 Orbital area, ventrolateral part, layer 5;;
582;2582;36;138;94;#248A5E;ORBvl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;ORBvl6a Orbital area, ventrolateral part, layer 6a;;
583;2583;36;138;94;#248A5E;ORBvl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ORB Orbital area;ORBvl Orbital area, ventrolateral part;ORBvl6b Orbital area, ventrolateral part, layer 6b;;
33;2033;33;152;102;#219866;AI;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;;;;
34;2034;33;152;102;#219866;AId;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;;;
35;2035;33;152;102;#219866;AId1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;AId1 Agranular insular area, dorsal part, layer 1;;
36;2036;33;152;102;#219866;AId2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;AId2-3 Agranular insular area, dorsal part, layer 2-3;;
37;2037;33;152;102;#219866;AId5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;AId5 Agranular insular area, dorsal part, layer 5;;
38;2038;33;152;102;#219866;AId6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;AId6a Agranular insular area, dorsal part, layer 6a;;
39;2039;33;152;102;#219866;AId6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AId Agranular insular area, dorsal part;AId6b Agranular insular area, dorsal part, layer 6b;;
40;2040;33;152;102;#219866;AIp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;;;
41;2041;33;152;102;#219866;AIp1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;AIp1 Agranular insular area, posterior part, layer 1;;
42;2042;33;152;102;#219866;AIp2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;AIp2-3 Agranular insular area, posterior part, layer 2-3;;
43;2043;33;152;102;#219866;AIp5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;AIp5 Agranular insular area, posterior part, layer 5;;
44;2044;33;152;102;#219866;AIp6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;AIp6a Agranular insular area, posterior part, layer 6a;;
45;2045;33;152;102;#219866;AIp6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIp Agranular insular area, posterior part;AIp6b Agranular insular area, posterior part, layer 6b;;
46;2046;33;152;102;#219866;AIv;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;;;
47;2047;33;152;102;#219866;AIv1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;AIv1 Agranular insular area, ventral part, layer 1;;
48;2048;33;152;102;#219866;AIv2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;AIv2-3 Agranular insular area, ventral part, layer 2-3;;
49;2049;33;152;102;#219866;AIv5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;AIv5 Agranular insular area, ventral part, layer 5;;
50;2050;33;152;102;#219866;AIv6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;AIv6a Agranular insular area, ventral part, layer 6a;;
51;2051;33;152;102;#219866;AIv6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AI Agranular insular area;AIv Agranular insular area, ventral part;AIv6b Agranular insular area, ventral part, layer 6b;;
762;2762;26;166;152;#1AA698;RSP;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;;;;
763;2763;26;166;152;#1AA698;RSPagl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;;;
764;2764;26;166;152;#1AA698;RSPagl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;RSPagl1 Retrosplenial area, lateral agranular part, layer 1;;
765;2765;26;166;152;#1AA698;RSPagl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;RSPagl2-3 Retrosplenial area, lateral agranular part, layer 2-3;;
766;2766;26;166;152;#1AA698;RSPagl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;RSPagl5 Retrosplenial area, lateral agranular part, layer 5;;
767;2767;26;166;152;#1AA698;RSPagl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;RSPagl6a Retrosplenial area, lateral agranular part, layer 6a;;
