Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
768;2768;26;166;152;#1AA698;RSPagl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;RSPagl6b Retrosplenial area, lateral agranular part, layer 6b;;
1035;3035;26;166;152;#1AA698;VISmma;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;;
1036;3036;26;166;152;#1AA698;VISmma1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma1 Mediomedial anterior visual area, layer 1;
1037;3037;26;166;152;#1AA698;VISmma2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma2-3 Mediomedial anterior visual area, layer 2-3;
1038;3038;26;166;152;#1AA698;VISmma4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma4 Mediomedial anterior visual area, layer 4;
1039;3039;26;166;152;#1AA698;VISmma5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma5 Mediomedial anterior visual area,layer 5;
1040;3040;26;166;152;#1AA698;VISmma6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma6a Mediomedial anterior visual area, layer 6a;
1041;3041;26;166;152;#1AA698;VISmma6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmma Mediomedial anterior visual area;VISmma6b Mediomedial anterior visual area, layer 6b;
1042;3042;26;166;152;#1AA698;VISmmp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;;
1043;3043;26;166;152;#1AA698;VISmmp1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp1 Mediomedial posterior visual area, layer 1;
1044;3044;26;166;152;#1AA698;VISmmp2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp2-3 Mediomedial posterior visual area, layer 2-3;
1045;3045;26;166;152;#1AA698;VISmmp4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp4 Mediomedial posterior visual area, layer 4;
1046;3046;26;166;152;#1AA698;VISmmp5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp5 Mediomedial posterior visual area,layer 5;
1047;3047;26;166;152;#1AA698;VISmmp6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp6a Mediomedial posterior visual area, layer 6a;
1048;3048;26;166;152;#1AA698;VISmmp6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISmmp Mediomedial posterior visual area;VISmmp6b Mediomedial posterior visual area, layer 6b;
1028;3028;26;166;152;#1AA698;VISm;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;;
1029;3029;26;166;152;#1AA698;VISm1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm1 Medial visual area, layer 1;
1030;3030;26;166;152;#1AA698;VISm2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm2-3 Medial visual area, layer 2-3;
1031;3031;26;166;152;#1AA698;VISm4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm4 Medial visual area, layer 4;
1032;3032;26;166;152;#1AA698;VISm5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm5 Medial visual area,layer 5;
1033;3033;26;166;152;#1AA698;VISm6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm6a Medial visual area, layer 6a;
1034;3034;26;166;152;#1AA698;VISm6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPagl Retrosplenial area, lateral agranular part;VISm Medial visual area;VISm6b Medial visual area, layer 6b;
769;2769;26;166;152;#1AA698;RSPd;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;;;
770;2770;26;166;152;#1AA698;RSPd1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd1 Retrosplenial area, dorsal part, layer 1;;
771;2771;26;166;152;#1AA698;RSPd2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd2-3 Retrosplenial area, dorsal part, layer 2-3;;
772;2772;26;166;152;#1AA698;RSPd4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd4 Retrosplenial area, dorsal part, layer 4;;
773;2773;26;166;152;#1AA698;RSPd5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd5 Retrosplenial area, dorsal part, layer 5;;
774;2774;26;166;152;#1AA698;RSPd6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd6a Retrosplenial area, dorsal part, layer 6a;;
775;2775;26;166;152;#1AA698;RSPd6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPd Retrosplenial area, dorsal part;RSPd6b Retrosplenial area, dorsal part, layer 6b;;
776;2776;26;166;152;#1AA698;RSPv;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;;;
777;2777;26;166;152;#1AA698;RSPv1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv1 Retrosplenial area, ventral part, layer 1;;
778;2778;26;166;152;#1AA698;RSPv2;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv2 Retrosplenial area, ventral part, layer 2;;
779;2779;26;166;152;#1AA698;RSPv2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv2-3 Retrosplenial area, ventral part, layer 2-3;;
780;2780;26;166;152;#1AA698;RSPv5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv5 Retrosplenial area, ventral part, layer 5;;
781;2781;26;166;152;#1AA698;RSPv6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv6a Retrosplenial area, ventral part, layer 6a;;
782;2782;26;166;152;#1AA698;RSPv6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;RSP Retrosplenial area;RSPv Retrosplenial area, ventral part;RSPv6b Retrosplenial area, ventral part, layer 6b;;
700;2700;0;159;172;#009DAC;PTLp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;;;;
701;2701;0;159;172;#009DAC;PTLp1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp1 Posterior parietal association areas, layer 1;;;
702;2702;0;159;172;#009DAC;PTLp2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp2-3 Posterior parietal association areas, layer 2-3;;;
703;2703;0;159;172;#009DAC;PTLp4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp4 Posterior parietal association areas, layer 4;;;
704;2704;0;159;172;#009DAC;PTLp5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp5 Posterior parietal association areas, layer 5;;;
705;2705;0;159;172;#009DAC;PTLp6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp6a Posterior parietal association areas, layer 6a;;;
706;2706;0;159;172;#009DAC;PTLp6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;PTLp6b Posterior parietal association areas, layer 6b;;;
986;2986;0;159;172;#009DAC;VISa;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;;;
987;2987;0;159;172;#009DAC;VISa1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa1 Anterior area, layer 1;;
988;2988;0;159;172;#009DAC;VISa2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa2-3 Anterior area, layer 2-3;;
989;2989;0;159;172;#009DAC;VISa4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa4 Anterior area, layer 4;;
990;2990;0;159;172;#009DAC;VISa5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa5 Anterior area, layer 5;;
991;2991;0;159;172;#009DAC;VISa6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa6a Anterior area, layer 6a;;
992;2992;0;159;172;#009DAC;VISa6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISa Anterior area;VISa6b Anterior area, layer 6b;;
1077;3077;0;159;172;#009DAC;VISrl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;;;
1078;3078;0;159;172;#009DAC;VISrl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl1 Rostrolateral area, layer 1;;
1079;3079;0;159;172;#009DAC;VISrl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl2-3 Rostrolateral area, layer 2-3;;
1080;3080;0;159;172;#009DAC;VISrl4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl4 Rostrolateral area, layer 4;;
1081;3081;0;159;172;#009DAC;VISrl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl5 Rostrolateral area, layer 5;;
1082;3082;0;159;172;#009DAC;VISrl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl6a Rostrolateral area, layer 6a;;
1083;3083;0;159;172;#009DAC;VISrl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PTLp Posterior parietal association areas;VISrl Rostrolateral visual area;VISrl6b Rostrolateral area, layer 6b;;
925;2925;21;176;179;#15B0B3;TEa;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;;;;
926;2926;21;176;179;#15B0B3;TEa1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa1 Temporal association areas, layer 1;;;
927;2927;21;176;179;#15B0B3;TEa2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa2-3 Temporal association areas, layer 2-3;;;
928;2928;21;176;179;#15B0B3;TEa4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa4 Temporal association areas, layer 4;;;
929;2929;21;176;179;#15B0B3;TEa5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa5 Temporal association areas, layer 5;;;
930;2930;21;176;179;#15B0B3;TEa6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa6a Temporal association areas, layer 6a;;;
931;2931;21;176;179;#15B0B3;TEa6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;TEa Temporal association areas;TEa6b Temporal association areas, layer 6b;;;
630;2630;14;150;132;#0E9684;PERI;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;;;;
631;2631;14;150;132;#0E9684;PERI1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;PERI1 Perirhinal area, layer 1;;;
632;2632;14;150;132;#0E9684;PERI2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;PERI2-3 Perirhinal area, layer 2-3;;;
633;2633;14;150;132;#0E9684;PERI5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;PERI5 Perirhinal area, layer 5;;;
634;2634;14;150;132;#0E9684;PERI6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;PERI6a Perirhinal area, layer 6a;;;
635;2635;14;150;132;#0E9684;PERI6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;PERI Perirhinal area;PERI6b Perirhinal area, layer 6b;;;
278;2278;13;159;145;#0D9F91;ECT;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;;;;
279;2279;13;159;145;#0D9F91;ECT1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;ECT1 Ectorhinal area-Layer 1;;;
280;2280;13;159;145;#0D9F91;ECT2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;ECT2-3 Ectorhinal area-Layer 2-3;;;
281;2281;13;159;145;#0D9F91;ECT5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;ECT5 Ectorhinal area-Layer 5;;;
282;2282;13;159;145;#0D9F91;ECT6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;ECT6a Ectorhinal area-Layer 6a;;;
283;2283;13;159;145;#0D9F91;ECT6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;ECT Ectorhinal area;ECT6b Ectorhinal area-Layer 6b;;;
556;2556;154;210;189;#9AD2BD;OLF;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;OLF Olfactory areas;;;;;
490;2490;154;210;189;#9AD2BD;MOB;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;OLF Olfactory areas;MOB Main olfactory bulb;;;;
491;2491;130;199;174;#82C7AE;MOBgl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;OLF Olfactory areas;MOB Main olfactory bulb;MOBgl Main olfactory bulb, glomerular layer;;;
